"Gene","p","padj","loglik_full","loglik_red","df_full","df_red","mean","converge_combined","converge_case","converge_control","allZero"
"ENSGALG00000009027",0.117708169233696,0.521790273640713,-265.143233048178,-270.227794827962,13,7,386.471305900588,0,0,0,FALSE
"ENSGALG00000009032",0.874455309322455,1,-247.781487481292,-249.00451559801,13,7,376.43392816341,0,0,0,FALSE
"ENSGALG00000009033",0.983889832368843,1,-171.979398981315,-172.501391096917,13,7,30.4358213093263,0,0,0,FALSE
"ENSGALG00000009045",0.0328119608865965,0.221124171531187,-333.962338097807,-340.826933671223,13,7,2776.64223554818,0,0,0,FALSE
"ENSGALG00000009902",0.757153409404301,1,-150.379222198576,-152.079486600337,13,7,13.1372137807488,0,0,0,FALSE
"ENSGALG00000053697",0.60865360070356,1,-85.2357443026157,-87.4883147134906,13,7,3.61902479577054,0,0,0,FALSE
"ENSGALG00000053833",0.550189586456453,1,-152.881975255369,-155.357178006641,13,7,17.3737175293149,0,0,0,FALSE
"ENSGALG00000009957",1.63089742176113e-23,6.88471697329161e-21,-249.26064299504,-309.259811713748,13,7,329.694889550316,0,0,0,FALSE
"ENSGALG00000009965",3.45340698434892e-11,2.57264310220615e-09,-192.357062321584,-222.64016756727,13,7,66.2765609685228,0,0,0,FALSE
"ENSGALG00000009971",0.790113617091408,1,-326.66505910795,-328.238831606375,13,7,3357.64629835591,0,0,0,FALSE
"ENSGALG00000009988",0.144059828366395,0.59028905868643,-273.726606229843,-278.510641684714,13,7,677.96412427348,0,0,0,FALSE
"ENSGALG00000009993",0.418715959506876,0.998227999550389,-237.675825491862,-240.695862582774,13,7,326.29927878271,0,0,0,FALSE
"ENSGALG00000028561",0.574517188679043,1,-289.090053437977,-291.471676974202,13,7,1024.10563020735,0,0,0,FALSE
"ENSGALG00000033943",0.468563757300635,1,-245.656282044699,-248.460017335692,13,7,296.615740763148,0,0,0,FALSE
"ENSGALG00000051830",0.0347909638145882,0.230165592698749,-139.785116485456,-146.5714724924,13,7,13.6655970002769,0,0,0,FALSE
"ENSGALG00000010053",0.000325708001395877,0.00527379257054694,-339.026989546867,-351.582342125614,13,7,4099.12181316687,0,0,0,FALSE
"ENSGALG00000010074",0.000221543022741574,0.00376241167931811,-306.641662305326,-319.647432580648,13,7,1906.18434852487,0,0,0,FALSE
"ENSGALG00000010083",0.373372316525812,0.959158687708906,-266.430450989945,-269.661932475599,13,7,974.969252850108,0,0,0,FALSE
"ENSGALG00000032098",0.240491044546627,0.786218024810067,-125.036144992979,-129.019915167019,13,7,9.01431248838666,0,0,0,FALSE
"ENSGALG00000010087",0.84119132318671,1,-288.646038821369,-290.013978214946,13,7,1261.77396557723,0,0,0,FALSE
"ENSGALG00000010089",0.758701889719377,1,-249.669839820071,-251.36423548584,13,7,357.504093779719,0,0,0,FALSE
"ENSGALG00000010091",0.796076088249217,1,-289.290693345488,-290.841160533081,13,7,865.444316181742,0,0,0,FALSE
"ENSGALG00000010094",0.825727630391188,1,-320.898824756656,-322.330763094509,13,7,3004.08693013876,0,0,0,FALSE
"ENSGALG00000010098",0.40192359802213,0.985294827957767,-265.473399900156,-268.569888986054,13,7,452.763327134378,0,0,0,FALSE
"ENSGALG00000047208",2.59127056551803e-05,0.000597441185001751,-240.771394360031,-256.246389359425,13,7,164.554098164354,0,0,0,FALSE
"ENSGALG00000010104",0.709228492649479,1,-264.778009550691,-266.657595118435,13,7,543.296283389708,0,0,0,FALSE
"ENSGALG00000010106",0.512691700428545,1,-296.805538950316,-299.428456023191,13,7,1349.13753120997,0,0,0,FALSE
"ENSGALG00000045795",0.00013829783063188,0.002522654873563,-195.877472798059,-209.43077248011,13,7,66.6185930621305,0,0,0,FALSE
"ENSGALG00000010109",0.418771565744828,0.998227999550389,-287.286492621195,-290.306279852487,13,7,967.575225428793,0,0,0,FALSE
"ENSGALG00000010110",0.995198143772888,1,-238.772721380702,-239.105658213379,13,7,182.500392640901,0,0,0,FALSE
"ENSGALG00000020716",0.326927241165808,0.910384794388217,-143.718132756623,-147.185488829175,13,7,12.6644677851629,0,0,0,FALSE
"ENSGALG00000010120",0.0850933790494768,0.423080653546614,-294.179458747738,-299.733492005921,13,7,2111.57245221695,0,0,0,FALSE
"ENSGALG00000010124",0.244467984141171,0.790663509453293,-458.240057105253,-462.197082975003,13,7,34317.9548509283,0,0,0,FALSE
"ENSGALG00000026056",0.934408593763505,1,-180.421079334851,-181.337521556204,13,7,32.4583355294877,0,0,0,FALSE
"ENSGALG00000017874",0.158173698368059,0.624870693419272,-111.591179411065,-116.233671478727,13,7,5.74693339709829,0,0,0,FALSE
"ENSGALG00000024758",0.971995223279594,1,-144.422511002203,-145.069440686298,13,7,11.7370032579305,0,0,0,FALSE
"ENSGALG00000043605",0.017252531182077,0.136984943062349,-143.767939525149,-151.476243202725,13,7,13.5295777237925,0,0,0,FALSE
"ENSGALG00000010129",0.0074113416452802,0.07083724386567,-249.750896457802,-258.534251644435,13,7,421.268123865787,0,0,0,FALSE
"ENSGALG00000028978",0.00344133834357745,0.0384709513440279,-198.682212851996,-208.416485018155,13,7,97.5219381533481,0,0,0,FALSE
"ENSGALG00000010133",3.64691925123033e-06,0.000104967334942068,-329.942815208585,-347.629811134029,13,7,2360.67722842316,0,0,0,FALSE
"ENSGALG00000010140",0.70852433699027,1,-267.783912343368,-269.666109062553,13,7,1071.69458274613,0,0,0,FALSE
"ENSGALG00000010203",0.0346076172142737,0.22920920926749,-207.206133602442,-213.999559113663,13,7,85.6918385402516,0,0,0,FALSE
"ENSGALG00000010217",0.268831765744098,0.826831900046193,-266.614300835141,-270.414702762848,13,7,632.607973890824,0,0,0,FALSE
"ENSGALG00000010219",0.0809999709483407,0.40868795814288,-287.483549531645,-293.107681618914,13,7,823.636069144079,0,0,0,FALSE
"ENSGALG00000010221",0.879399351488885,1,-303.873399919098,-305.073804491325,13,7,1314.13003946546,0,0,0,FALSE
"ENSGALG00000041228",0.00110171494252083,0.0152129329679863,-298.215239341403,-309.328348153367,13,7,879.737937408252,0,0,0,FALSE
"ENSGALG00000023348",0.957852447853895,1,-231.413001444118,-232.175237284426,13,7,188.913953443946,0,0,0,FALSE
"ENSGALG00000010226",0.773534871331696,1,-275.111346413207,-276.749186928359,13,7,788.704328430333,0,0,0,FALSE
"ENSGALG00000010228",0.321944957563049,0.903606790817296,-259.959022994263,-263.453095377217,13,7,827.357171841461,0,0,0,FALSE
"ENSGALG00000010230",0.00922792805198217,0.084553573313511,-191.005374751004,-199.512922214741,13,7,68.4927959428843,0,0,0,FALSE
"ENSGALG00000048144",0.00855725449705381,0.0791445603718123,-264.54014087217,-273.14284531383,13,7,1036.73810042095,0,0,0,FALSE
"ENSGALG00000048850",0.913910894114381,1,-95.6459206531439,-96.6769107064792,13,7,3.13160230251052,0,0,0,FALSE
"ENSGALG00000040153",0.124016289542093,0.539005390882679,-175.189778098171,-180.197343302777,13,7,32.3529995574619,0,0,0,FALSE
"ENSGALG00000010234",0.770384340479785,1,-193.126403294171,-194.776310936937,13,7,57.4072651185234,0,0,0,FALSE
"ENSGALG00000010243",0.0666837060940577,0.361170120429337,-386.583296453982,-392.481169181467,13,7,14686.7704670878,0,0,0,FALSE
"ENSGALG00000010244",2.72226553294903e-05,0.000622856062997227,-282.637455866448,-298.056336133592,13,7,2018.6190442029,0,0,0,FALSE
"ENSGALG00000010255",0.133512236293879,0.564284135754584,-404.702049563543,-409.600024222408,13,7,13931.178413329,0,0,0,FALSE
"ENSGALG00000045029",0.875427845870451,1,-183.772420877393,-184.991024847883,13,7,35.3120976544357,0,0,0,FALSE
"ENSGALG00000010276",0.975378311677621,1,-299.122904821147,-299.737891964801,13,7,1938.76196027243,0,0,0,FALSE
"ENSGALG00000010279",0.695839341920603,1,-275.367031368414,-277.296203267841,13,7,934.275198372335,0,0,0,FALSE
"ENSGALG00000010287",0.210880105738562,0.733981993471675,-254.314266065401,-258.509417289356,13,7,564.401505110338,0,0,0,FALSE
"ENSGALG00000010293",1.32768131828406e-05,0.00033154633483347,-158.84676439341,-175.080169386746,13,7,27.5199948391824,0,0,0,FALSE
"ENSGALG00000053184",0.962419340429695,1,-197.039477538176,-197.76704148761,13,7,43.5605160410378,0,0,0,FALSE
"ENSGALG00000010313",0.817222514678547,1,-316.473355511534,-317.939796482869,13,7,1505.52058290308,0,0,0,FALSE
"ENSGALG00000010335",0.185775249226539,0.682706439809617,-241.082258928872,-245.476940673758,13,7,299.96147820676,0,0,0,FALSE
"ENSGALG00000010343",0.959559238720369,1,-175.179661304412,-175.929174264726,13,7,45.4182011908509,0,0,0,FALSE
"ENSGALG00000010351",0.55363592161626,1,-268.356848810521,-270.818698517897,13,7,1124.80477850084,0,0,0,FALSE
"ENSGALG00000049851",0.804266055791498,1,-214.135689299793,-215.653883448356,13,7,104.095577025928,0,0,0,FALSE
"ENSGALG00000041622",0.342075142338237,0.925529112415221,-206.838964593789,-210.226888425345,13,7,126.573857365359,0,0,0,FALSE
"ENSGALG00000010356",0.615351074037917,1,-256.505987966093,-258.733481670962,13,7,607.952935942593,0,0,0,FALSE
"ENSGALG00000010359",0.389381417552784,0.97345354388196,-234.092249766085,-237.247216748771,13,7,227.045572132904,0,0,0,FALSE
"ENSGALG00000017380",0.253242009578095,0.804800292134724,-360.036044970203,-363.935285677436,13,7,3856.79203839812,0,0,0,FALSE
"ENSGALG00000010360",0.996119500971099,1,-253.722952913852,-254.031189097452,13,7,479.235956968826,0,0,0,FALSE
"ENSGALG00000039159",0.647526065173601,1,-75.3086815894152,-77.4164799568608,13,7,2.15071216177231,0,0,0,FALSE
"ENSGALG00000010417",0.766340708829753,1,-147.958365231345,-149.623715778654,13,7,16.5932998410677,0,0,0,FALSE
"ENSGALG00000010433",0.00264772083154821,0.0312543877119506,-235.083460171586,-245.138245267691,13,7,293.728348667789,0,0,0,FALSE
"ENSGALG00000010436",0.00809059229317508,0.0759778608887681,-245.93247837782,-254.605747395513,13,7,164.159684771904,0,0,0,FALSE
"ENSGALG00000010440",0.897486980933491,1,-201.831848653742,-202.946309233954,13,7,57.4304984513029,0,0,0,FALSE
"ENSGALG00000025946",0.000742537474702315,0.0109345427130166,-176.793007593401,-188.376339419641,13,7,36.1652214776112,0,0,0,FALSE
"ENSGALG00000010444",0.104773944413413,0.483886958700135,-237.66247640597,-242.917190426643,13,7,383.956073591964,0,0,0,FALSE
"ENSGALG00000010446",0.556772873860232,1,-247.377791335728,-249.82751575548,13,7,415.462835359524,0,0,0,FALSE
"ENSGALG00000020688",0.160176022627318,0.629415088914527,-229.208567570807,-233.83187736152,13,7,222.945617198644,0,0,0,FALSE
"ENSGALG00000010469",0.285097245752337,0.850690968909749,-64.0705388577147,-67.7725244132632,13,7,1.63140266601885,0,0,0,FALSE
"ENSGALG00000010473",0.0013830669020524,0.0184512988513085,-160.583302655922,-171.42375924368,13,7,44.0089431225424,0,0,0,FALSE
"ENSGALG00000023296",9.82161591609865e-12,8.13725468188921e-10,-278.535227510174,-310.159572458965,13,7,539.597122782835,0,0,0,FALSE
"ENSGALG00000010478",0.87833852703287,1,-277.604686116979,-278.809973200977,13,7,440.327234633812,0,0,0,FALSE
"ENSGALG00000010481",0.894899326253757,1,-314.125775546706,-315.252873222187,13,7,1726.90602799436,0,0,0,FALSE
"ENSGALG00000028153",0.00173047255478924,0.0220887533451499,-199.252818965077,-209.823406961178,13,7,69.7928242834611,0,0,0,FALSE
"ENSGALG00000042474",0.664722356420862,1,-273.771230461059,-275.815402172954,13,7,413.127450586562,0,0,0,FALSE
"ENSGALG00000051489",0.923900655925966,1,-48.1119052672085,-49.088791366455,13,7,0.810791856269831,0,0,0,FALSE
"ENSGALG00000027655",1.24426114626114e-28,9.59163048835219e-26,-225.277952822854,-297.423742370206,13,7,255.677471374203,0,0,0,FALSE
"ENSGALG00000051851",0.999452686742426,1,-38.6748017021128,-38.8292683625569,13,7,0.603045546092045,0,0,0,FALSE
"ENSGALG00000049910",0.126621292251792,0.545961943488392,-72.4785181862213,-77.4552992274579,13,7,2.50402832853161,0,0,0,FALSE
"ENSGALG00000050561",0.578424969307839,1,-40.9197733253439,-43.2865023169749,13,7,0.679724714686088,0,0,0,FALSE
"ENSGALG00000048045",5.14657728082914e-08,2.19876663106266e-06,-104.396017113894,-126.792188817212,13,7,8.90696906276655,0,0,0,FALSE
"ENSGALG00000010494",0.00940685252481417,0.0857939790457589,-169.441671597501,-177.924962022569,13,7,33.1872000075005,0,0,0,FALSE
"ENSGALG00000010502",0.399984874811599,0.984251046793927,-212.929351507507,-216.034800114094,13,7,86.6835294923048,0,0,0,FALSE
"ENSGALG00000036909",0.143316015348465,0.588192812992658,-252.880808636774,-257.672634669574,13,7,497.162794194588,0,0,0,FALSE
"ENSGALG00000010533",0.778192162013042,1,-282.508072509466,-284.128015141076,13,7,929.380069825566,0,0,0,FALSE
"ENSGALG00000031423",0.21533576009525,0.741052606073133,-285.112201762893,-289.274041350205,13,7,441.519954948936,0,0,0,FALSE
"ENSGALG00000010536",0.0229694930288711,0.170468443449931,-279.251224591889,-286.587088827565,13,7,866.630415237737,0,0,0,FALSE
"ENSGALG00000010537",0.56559113791077,1,-49.8137266469142,-52.2295077222132,13,7,1.09821948686941,0,0,0,FALSE
"ENSGALG00000010539",0.0361611146089544,0.23632014818163,-280.581433559944,-287.316045358518,13,7,1130.52760950149,0,0,0,FALSE
"ENSGALG00000010540",0.0918047634843192,0.444604877513515,-242.097560458444,-247.543051563221,13,7,244.871096038829,0,0,0,FALSE
"ENSGALG00000010543",0.529932584461717,1,-303.155355117139,-305.709770416032,13,7,1402.21063751139,0,0,0,FALSE
"ENSGALG00000047772",0.464351956437021,1,-106.342509103002,-109.163977292235,13,7,4.49202104405565,0,0,0,FALSE
"ENSGALG00000010555",0.868458043419992,1,-288.151783548126,-289.401826535473,13,7,1131.76366434137,0,0,0,FALSE
"ENSGALG00000025255",0.677077726514319,1,-64.5761532379102,-66.5746705853631,13,7,1.27891355330483,0,0,0,FALSE
"ENSGALG00000010565",0.123395194050845,0.53820339250221,-304.322801388585,-309.337790992593,13,7,3504.0187945122,0,0,0,FALSE
"ENSGALG00000010567",0.0734090065349309,0.383709223426982,-218.770489560598,-224.533662117558,13,7,86.7963115380213,0,0,0,FALSE
"ENSGALG00000010569",0.136161424278095,0.570854115027343,-315.083081675583,-319.951713443215,13,7,2080.77713069731,0,0,0,FALSE
"ENSGALG00000010570",0.261326464131222,0.817884944227108,-347.658524327894,-351.505924359712,13,7,7578.3359258651,0,0,0,FALSE
"ENSGALG00000010613",0.959311447493415,1,-285.998899177766,-286.750275908729,13,7,670.307549923074,0,0,0,FALSE
"ENSGALG00000010619",0.998184763722133,1,-275.242786824556,-275.477781013739,13,7,894.066148900211,0,0,0,FALSE
"ENSGALG00000010623",0.000151663484267534,0.00273549702549683,-265.959175412381,-279.405540486209,13,7,861.507692071748,0,0,0,FALSE
"ENSGALG00000010627",0.931516658220483,1,-281.441720899462,-282.375211367155,13,7,1035.43845905056,0,0,0,FALSE
"ENSGALG00000010629",0.357849402483058,0.941345683386441,-277.133412163014,-280.44127712484,13,7,927.490063296254,0,0,0,FALSE
"ENSGALG00000010633",0.451554824075214,1,-243.902134857896,-246.77805729616,13,7,289.577417875258,0,0,0,FALSE
"ENSGALG00000049577",0.442038945108661,1,-137.833608530015,-140.750614269611,13,7,16.9666468247425,0,0,0,FALSE
"ENSGALG00000049027",0.737691138941587,1,-226.973233447236,-228.746790673279,13,7,121.376780837916,0,0,0,FALSE
"ENSGALG00000028481",0.871844934620629,1,-61.8304281514115,-63.0652702698228,13,7,1.53734000574609,0,0,0,FALSE
"ENSGALG00000040910",0.383386391526312,0.968262678264029,-286.368813788887,-289.552178479769,13,7,835.161253817034,0,0,0,FALSE
"ENSGALG00000010643",0.446012715363895,1,-248.315256289725,-251.215042283598,13,7,488.12335116129,0,0,0,FALSE
"ENSGALG00000010647",0.0718310372253917,0.378136665678799,-259.636994886447,-265.430720048242,13,7,698.412174391082,0,0,0,FALSE
"ENSGALG00000010652",0.0862899944977784,0.426966907873028,-319.656545751418,-325.190668336886,13,7,2353.29934424809,0,0,0,FALSE
"ENSGALG00000021869",0.934767228916764,1,-192.716821743887,-193.631125864855,13,7,41.8702917779498,0,0,0,FALSE
"ENSGALG00000010673",0.910441615222993,1,-108.702340714346,-109.751479608416,13,7,13.7527568265795,0,0,0,FALSE
"ENSGALG00000010681",0.187227276773634,0.685912385657802,-244.583343597051,-248.965883079575,13,7,596.152308397945,0,0,0,FALSE
"ENSGALG00000026516",0.527809217537355,1,-246.040250129538,-248.603045291799,13,7,294.682309639473,0,0,0,FALSE
"ENSGALG00000010689",0.335841438608433,0.918733596404724,-340.533180307753,-343.953475062958,13,7,2856.38684019788,0,0,0,FALSE
"ENSGALG00000010692",0.154900705573128,0.616888928529101,-247.248542100073,-251.922847880979,13,7,294.44726830807,0,0,0,FALSE
"ENSGALG00000029023",0.613027400756396,1,-142.139607645463,-144.375794062102,13,7,15.3890996252639,0,0,0,FALSE
"ENSGALG00000010721",0.559940768871778,1,-182.691246339535,-185.12875319628,13,7,33.3142724618757,0,0,0,FALSE
"ENSGALG00000031606",0.334036727090797,0.917791060834603,-290.472801197447,-293.902549157946,13,7,2228.57844571959,0,0,0,FALSE
"ENSGALG00000010740",0.546969481355878,1,-272.04078096475,-274.52849121245,13,7,578.677019544763,0,0,0,FALSE
"ENSGALG00000010736",0.651982070613622,1,-71.9991980207802,-74.0904939388114,13,7,1.74752563818332,0,0,0,FALSE
"ENSGALG00000038608",0.155625980771234,0.618628503042602,-227.116586226806,-231.783792278529,13,7,160.067223964785,0,0,0,FALSE
"ENSGALG00000010743",0.58746005813951,1,-262.491174635606,-264.823595383132,13,7,553.979438083618,0,0,0,FALSE
"ENSGALG00000020647",0.264115683563115,0.822404473054798,-184.316768938012,-188.146579597358,13,7,57.6443870566246,0,0,0,FALSE
"ENSGALG00000010746",0.666851469155918,1,-281.575195756473,-283.611498249503,13,7,1371.78902310808,0,0,0,FALSE
"ENSGALG00000010749",0.764297109406004,1,-256.210579701372,-257.883716534625,13,7,582.066129264713,0,0,0,FALSE
"ENSGALG00000010752",0.186069627914752,0.683308720573438,-175.02093413583,-179.413147708262,13,7,30.8225749148766,0,0,0,FALSE
"ENSGALG00000010758",0.00684897796221524,0.0666348054942353,-256.397263821663,-265.279422223694,13,7,698.552805305873,0,0,0,FALSE
"ENSGALG00000010761",0.937330885087112,1,-306.129141339747,-307.027999898497,13,7,1184.01725321835,0,0,0,FALSE
"ENSGALG00000010774",0.752695014546749,1,-320.917116221614,-322.634244581332,13,7,4342.80050911071,0,0,0,FALSE
"ENSGALG00000010785",0.991681343229298,1,-229.257851943233,-229.665063707737,13,7,115.071776871344,0,0,0,FALSE
"ENSGALG00000051885",0.505050974474357,1,-302.471127549078,-305.124757216275,13,7,1439.58630742689,0,0,0,FALSE
"ENSGALG00000010789",0.954797429504695,1,-260.735367453232,-261.519743966218,13,7,460.579538900323,0,0,0,FALSE
"ENSGALG00000010798",0.91629165259467,1,-307.919600480666,-308.937955170947,13,7,1704.76192878275,0,0,0,FALSE
"ENSGALG00000010801",0.941068505984709,1,-244.062003511654,-244.93780378199,13,7,131.372046240428,0,0,0,FALSE
"ENSGALG00000047448",0.894126243574373,1,-88.5823379782025,-89.7131870736926,13,7,2.53128547398156,0,0,0,FALSE
"ENSGALG00000043998",0.854917337941569,1,-41.8585217160412,-43.1680296483034,13,7,0.861126319611978,0,0,0,FALSE
"ENSGALG00000010805",0.718561772803281,1,-341.894737455802,-343.739668064882,13,7,2297.2992103934,0,0,0,FALSE
"ENSGALG00000010818",1.42412613453284e-12,1.37976810739165e-10,-294.736272477834,-328.413590922632,13,7,1416.64645334005,0,0,0,FALSE
"ENSGALG00000049636",0.0220658585687608,0.165493939265706,-97.2722584413451,-104.660642316257,13,7,4.15822017583624,0,0,0,FALSE
"ENSGALG00000010826",0.0306748307487662,0.211455967797677,-190.158385169169,-197.112648502217,13,7,52.6635402825563,0,0,0,FALSE
"ENSGALG00000044889",0.0909841226882622,0.44220079365759,-152.726702657265,-158.185071055768,13,7,22.1691470066297,0,0,0,FALSE
"ENSGALG00000010853",0.888371632432318,1,-216.060151901167,-217.218595982637,13,7,79.1865379872398,0,0,0,FALSE
"ENSGALG00000010857",0.960460628326784,1,-301.051741182723,-301.794424823023,13,7,906.62595474558,0,0,0,FALSE
"ENSGALG00000049234",0.987102044414877,1,-37.3626511219628,-37.8423875889915,13,7,0.569046855556901,0,0,0,FALSE
"ENSGALG00000010861",0.855533756105312,1,-235.748686291528,-237.055529164114,13,7,392.424861712748,0,0,0,FALSE
"ENSGALG00000010867",0.834257005575825,1,-122.794477623173,-124.191333683057,13,7,7.25069111417596,0,0,0,FALSE
"ENSGALG00000010869",0.955790474412222,1,-252.603439920709,-253.380704244001,13,7,268.681213909087,0,0,0,FALSE
"ENSGALG00000010879",0.782233496345868,1,-227.734523374811,-229.338874244312,13,7,257.650018443875,0,0,0,FALSE
"ENSGALG00000010870",0.131654238883515,0.559230870964236,-320.908807833065,-325.827670107977,13,7,1400.44230489155,0,0,0,FALSE
"ENSGALG00000042168",0.667117286851451,1,-144.986382386357,-147.021702497231,13,7,12.007214274821,0,0,0,FALSE
"ENSGALG00000010889",0.397119390390501,0.981489394313242,-232.560435035051,-235.679178645426,13,7,217.61597402766,0,0,0,FALSE
"ENSGALG00000054726",0.851958727839358,1,-180.057731204607,-181.379979084809,13,7,40.9433818879772,0,0,0,FALSE
"ENSGALG00000050045",0.569719866235319,1,-94.1218287855272,-96.5217862255853,13,7,3.14850854396287,0,0,0,FALSE
"ENSGALG00000051992",0.24363358706381,0.789837904304506,-194.695842815852,-198.658450547685,13,7,52.699441211989,0,0,0,FALSE
"ENSGALG00000052676",0.329522806093454,0.912449672289547,-231.959505967741,-235.413062893688,13,7,131.993087405986,0,0,0,FALSE
"ENSGALG00000011394",0.335876045256832,0.918733596404724,-192.855545312649,-196.275659158388,13,7,61.3105090403143,0,0,0,FALSE
"ENSGALG00000011413",0.87774506425608,1,-55.2373120228125,-56.4453237057583,13,7,0.904604296296908,0,0,0,FALSE
"ENSGALG00000036522",0.019298622742737,0.149091320796831,-169.988838270689,-177.551865970655,13,7,40.676626856685,0,0,0,FALSE
"ENSGALG00000046982",0.874368557279705,1,-61.3399285133595,-62.5633506669299,13,7,2.15027779608603,0,0,0,FALSE
"ENSGALG00000054427",0.406045209220717,0.989170315949893,-83.4296859162877,-86.5072213347728,13,7,4.85273372783655,0,0,0,FALSE
"ENSGALG00000010924",0.678905061584129,1,-203.57630602229,-205.568072182729,13,7,62.7695832169207,0,0,0,FALSE
"ENSGALG00000051415",0.765362114304432,1,-202.70774995244,-204.376830526587,13,7,67.6366207030034,0,0,0,FALSE
"ENSGALG00000010934",0.710067153579361,1,-255.456114533113,-257.33258960583,13,7,212.081970257112,0,0,0,FALSE
"ENSGALG00000010953",0.0365720798112754,0.238390799652174,-271.079646956831,-277.799098762226,13,7,545.612795394952,0,0,0,FALSE
"ENSGALG00000010957",0.233123351051235,0.773153201297866,-307.525882176975,-311.560162147635,13,7,3087.73369956954,0,0,0,FALSE
"ENSGALG00000010967",0.844112189924093,1,-328.352635391317,-329.708279422301,13,7,2233.70503550996,0,0,0,FALSE
"ENSGALG00000010978",0.4969788899663,1,-90.0980151937906,-92.7843458953972,13,7,5.00181488038454,0,0,0,FALSE
"ENSGALG00000010985",0.802902820516494,1,-268.661645685738,-270.185233941528,13,7,524.893045206769,0,0,0,FALSE
"ENSGALG00000047521",0.965949990706719,1,-21.7254381940979,-22.4246849771728,13,7,0.691504187377719,0,0,0,FALSE
"ENSGALG00000042686",4.5890774907823e-29,3.87449256721763e-26,-303.88521933154,-377.056290992153,13,7,1332.07870868783,0,0,0,FALSE
"ENSGALG00000052993",0.586571136583466,1,-91.30461225661,-93.6404007679427,13,7,2.9786732064473,0,0,0,FALSE
"ENSGALG00000010991",0.0208215992184193,0.158304868843299,-260.607316165871,-268.071476890183,13,7,527.863280980908,0,0,0,FALSE
"ENSGALG00000010995",0.238054871107611,0.78163980095166,-238.545598226065,-242.545928807278,13,7,340.122200238276,0,0,0,FALSE
"ENSGALG00000010998",0.84222680646265,1,-214.027034753496,-215.390623380104,13,7,160.614991141658,0,0,0,FALSE
"ENSGALG00000011016",0.0216422541902938,0.162868067399792,-275.858051231358,-283.271764966714,13,7,976.723104847338,0,0,0,FALSE
"ENSGALG00000025556",0.762617513366683,1,-41.8089978256776,-43.4885251906392,13,7,0.571389530205889,0,0,0,FALSE
"ENSGALG00000011019",0.144230231658894,0.590850741061044,-327.624981723698,-332.407237365104,13,7,2446.34715265415,0,0,0,FALSE
"ENSGALG00000011024",0.506394059539365,1,-319.133556514397,-321.781770906351,13,7,2099.7883577596,0,0,0,FALSE
"ENSGALG00000033759",0.171618077104515,0.655047783881772,-257.192806547045,-261.710317013764,13,7,920.479378111959,0,0,0,FALSE
"ENSGALG00000011031",0.0918361246582665,0.444635305895976,-318.120347643541,-323.565348712742,13,7,1584.78827867765,0,0,0,FALSE
"ENSGALG00000050771",0.95129191042235,1,-107.835784344846,-108.644665659471,13,7,4.43795094649379,0,0,0,FALSE
"ENSGALG00000011035",0.483188259717553,1,-262.533083139727,-265.27592685142,13,7,591.309076364423,0,0,0,FALSE
"ENSGALG00000011041",0.119820689241013,0.528146763560435,-213.904391868417,-218.962767560258,13,7,124.227582662125,0,0,0,FALSE
"ENSGALG00000011047",0.789778091386091,1,-305.468186384932,-307.0432658841,13,7,1726.96698608969,0,0,0,FALSE
"ENSGALG00000011058",0.694390821314324,1,-151.522825655025,-153.457355520139,13,7,14.2514193704093,0,0,0,FALSE
"ENSGALG00000029375",0.517760749674759,1,-121.268643059953,-123.871308052263,13,7,6.9259489266578,0,0,0,FALSE
"ENSGALG00000027565",0.895349027140675,1,-130.345668215854,-131.47057867743,13,7,8.20674785474483,0,0,0,FALSE
"ENSGALG00000011094",0.0369855343753494,0.240202756217928,-274.023004083348,-280.727365233706,13,7,606.772568093154,0,0,0,FALSE
"ENSGALG00000011113",0.0117490280039778,0.10166435652051,-197.234057213337,-205.435318161605,13,7,55.9184662147023,0,0,0,FALSE
"ENSGALG00000045792",0.909564487218022,1,-115.774033463335,-116.827713560203,13,7,5.99829574247869,0,0,0,FALSE
"ENSGALG00000047760",0.586466999359339,1,-83.9309421591845,-86.2671253107344,13,7,2.53081060215783,0,0,0,FALSE
"ENSGALG00000011118",0.79016123878425,1,-267.593998934215,-269.167585890507,13,7,716.52515278727,0,0,0,FALSE
"ENSGALG00000011121",0.0179136380321044,0.141217784256598,-254.788615097839,-262.448254022562,13,7,400.749009443977,0,0,0,FALSE
"ENSGALG00000011222",0.648111615023059,1,-87.8069873960391,-89.9126164765335,13,7,2.8761459294843,0,0,0,FALSE
"ENSGALG00000011229",0.327067196020058,0.910488520244249,-425.705556007016,-429.172165963959,13,7,26856.1561072606,0,0,0,FALSE
"ENSGALG00000025977",0.880664166716493,1,-311.785172598334,-312.979734934799,13,7,1309.06268800966,0,0,0,FALSE
"ENSGALG00000026591",0.984116704819478,1,-268.960867265806,-269.48004153198,13,7,689.042782400636,0,0,0,FALSE
"ENSGALG00000011238",4.14770717742992e-05,0.000894633190460249,-354.901489340518,-369.840133850909,13,7,10403.6323505405,0,0,0,FALSE
"ENSGALG00000027802",0.0263086409701733,0.189614717236249,-69.9660528737431,-77.1235552907052,13,7,2.31859270395149,0,0,0,FALSE
"ENSGALG00000011255",0.921788456942549,1,-252.841127934819,-253.829700772444,13,7,319.364586520621,0,0,0,FALSE
"ENSGALG00000011259",0.0831284664945539,0.416699946550309,-171.611222822637,-177.198511324122,13,7,30.1722830391036,0,0,0,FALSE
